0x8FA2AF	0x02D8
0x8FD5CF	0x8013
0x8FD5D0	0x8014
0x8FD5D1	0x8016
0x8FD5D2	0x801D
0x8FD5D3	0x801E
0x8FD5D4	0x801F
0x8FD5D5	0x8020
0x8FD5D6	0x8024
0x8FD5D7	0x8026
0x8FD5D8	0x802C
0x8FD5D9	0x802E
0x8FD5DA	0x8030
0x8FD5DB	0x8034
0x8FD5DC	0x8035
0x8FD5DD	0x8037
0x8FD5DE	0x8039
0x8FD5DF	0x803A
0x8FD5E0	0x803C
0x8FD5E1	0x803E
0x8FD5E2	0x8040
0x8FD5E3	0x8044
0x8FD5E4	0x8060
0x8FD5E5	0x8064
0x8FD5E6	0x8066
0x8FD5E7	0x806D
0x8FD5E8	0x8071
0x8FD5E9	0x8075
0x8FD5EA	0x8081
0x8FD5EB	0x8088
0x8FD5EC	0x808E
0x8FD5ED	0x809C
0x8FD5EE	0x809E
0x8FD5EF	0x80A6
0x8FD5F0	0x80A7
0x8FD5F1	0x80AB
0x8FD5F2	0x80B8
0x8FD5F3	0x80B9
0x8FD5F4	0x80C8
0x8FD5F5	0x80CD
0x8FD5F6	0x80CF
0x8FD5F7	0x80D2
0x8FD5F8	0x80D4
0x8FD5F9	0x80D5
0x8FD5FA	0x80D7
0x8FD5FB	0x80D8
0x8FD5FC	0x80E0
0x8FD5FD	0x80ED
0x8FD5FE	0x80EE
0x8FD6A1	0x80F0
0x8FD6A2	0x80F2
0x8FD6A3	0x80F3
0x8FD6A4	0x80F6
0x8FD6A5	0x80F9
0x8FD6A6	0x80FA
0x8FD6A7	0x80FE
0x8FD6A8	0x8103
0x8FD6A9	0x810B
0x8FD6AA	0x8116
0x8FD6AB	0x8117
0x8FD6AC	0x8118
0x8FD6AD	0x811C
0x8FD6AE	0x811E
0x8FD6AF	0x8120
0x8FD6B0	0x8124
0x8FD6B1	0x8127
0x8FD6B2	0x812C
0x8FD6B3	0x8130
0x8FD6B4	0x8135
0x8FD6B5	0x813A
0x8FD6B6	0x813C
0x8FD6B7	0x8145
0x8FD6B8	0x8147
0x8FD6B9	0x814A
0x8FD6BA	0x814C
0x8FD6BB	0x8152
0x8FD6BC	0x8157
0x8FD6BD	0x8160
0x8FD6BE	0x8161
0x8FD6BF	0x8167
0x8FD6C0	0x8168
0x8FD6C1	0x8169
0x8FD6C2	0x816D
0x8FD6C3	0x816F
0x8FD6C4	0x8177
0x8FD6C5	0x8181
0x8FD6C6	0x8190
0x8FD6C7	0x8184
0x8FD6C8	0x8185
0x8FD6C9	0x8186
0x8FD6CA	0x818B
0x8FD6CB	0x818E
0x8FD6CC	0x8196
0x8FD6CD	0x8198
0x8FD6CE	0x819B
0x8FD6CF	0x819E
0x8FD6D0	0x81A2
0x8FD6D1	0x81AE
0x8FD6D2	0x81B2
0x8FD6D3	0x81B4
0x8FD6D4	0x81BB
0x8FD6D5	0x81CB
0x8FD6D6	0x81C3
0x8FD6D7	0x81C5
0x8FD6D8	0x81CA
0x8FD6D9	0x81CE
0x8FD6DA	0x81CF
0x8FD6DB	0x81D5
0x8FD6DC	0x81D7
0x8FD6DD	0x81DB
0x8FD6DE	0x81DD
0x8FD6DF	0x81DE
0x8FD6E0	0x81E1
0x8FD6E1	0x81E4
0x8FD6E2	0x81EB
0x8FD6E3	0x81EC
0x8FD6E4	0x81F0
0x8FD6E5	0x81F1
0x8FD6E6	0x81F2
0x8FD6E7	0x81F5
0x8FD6E8	0x81F6
0x8FD6E9	0x81F8
0x8FD6EA	0x81F9
0x8FD6EB	0x81FD
0x8FD6EC	0x81FF
0x8FD6ED	0x8200
0x8FD6EE	0x8203
0x8FD6EF	0x820F
0x8FD6F0	0x8213
0x8FD6F1	0x8214
0x8FD6F2	0x8219
0x8FD6F3	0x821A
0x8FD6F4	0x821D
0x8FD6F5	0x8221
0x8FD6F6	0x8222
0x8FD6F7	0x8228
0x8FD6F8	0x8232
0x8FD6F9	0x8234
0x8FD6FA	0x823A
0x8FD6FB	0x8243
0x8FD6FC	0x8244
0x8FD6FD	0x8245
0x8FD6FE	0x8246
0x8FD7A1	0x824B
0x8FD7A2	0x824E
0x8FD7A3	0x824F
0x8FD7A4	0x8251
0x8FD7A5	0x8256
0x8FD7A6	0x825C
0x8FD7A7	0x8260
0x8FD7A8	0x8263
0x8FD7A9	0x8267
0x8FD7AA	0x826D
0x8FD7AB	0x8274
0x8FD7AC	0x827B
0x8FD7AD	0x827D
0x8FD7AE	0x827F
0x8FD7AF	0x8280
0x8FD7B0	0x8281
0x8FD7B1	0x8283
0x8FD7B2	0x8284
0x8FD7B3	0x8287
0x8FD7B4	0x8289
0x8FD7B5	0x828A
0x8FD7B6	0x828E
0x8FD7B7	0x8291
0x8FD7B8	0x8294
0x8FD7B9	0x8296
0x8FD7BA	0x8298
0x8FD7BB	0x829A
0x8FD7BC	0x829B
0x8FD7BD	0x82A0
0x8FD7BE	0x82A1
0x8FD7BF	0x82A3
0x8FD7C0	0x82A4
0x8FD7C1	0x82A7
0x8FD7C2	0x82A8
0x8FD7C3	0x82A9
0x8FD7C4	0x82AA
0x8FD7C5	0x82AE
0x8FD7C6	0x82B0
0x8FD7C7	0x82B2
0x8FD7C8	0x82B4
0x8FD7C9	0x82B7
0x8FD7CA	0x82BA
0x8FD7CB	0x82BC
0x8FD7CC	0x82BE
0x8FD7CD	0x82BF
0x8FD7CE	0x82C6
0x8FD7CF	0x82D0
0x8FD7D0	0x82D5
0x8FD7D1	0x82DA
0x8FD7D2	0x82E0
0x8FD7D3	0x82E2
0x8FD7D4	0x82E4
0x8FD7D5	0x82E8
0x8FD7D6	0x82EA
0x8FD7D7	0x82ED
0x8FD7D8	0x82EF
0x8FD7D9	0x82F6
0x8FD7DA	0x82F7
0x8FD7DB	0x82FD
0x8FD7DC	0x82FE
0x8FD7DD	0x8300
0x8FD7DE	0x8301
0x8FD7DF	0x8307
0x8FD7E0	0x8308
0x8FD7E1	0x830A
0x8FD7E2	0x830B
0x8FD7E3	0x8354
0x8FD7E4	0x831B
0x8FD7E5	0x831D
0x8FD7E6	0x831E
0x8FD7E7	0x831F
0x8FD7E8	0x8321
0x8FD7E9	0x8322
0x8FD7EA	0x832C
0x8FD7EB	0x832D
0x8FD7EC	0x832E
0x8FD7ED	0x8330
0x8FD7EE	0x8333
0x8FD7EF	0x8337
0x8FD7F0	0x833A
0x8FD7F1	0x833C
0x8FD7F2	0x833D
0x8FD7F3	0x8342
0x8FD7F4	0x8343
0x8FD7F5	0x8344
0x8FD7F6	0x8347
0x8FD7F7	0x834D
0x8FD7F8	0x834E
0x8FD7F9	0x8351
0x8FD7FA	0x8355
0x8FD7FB	0x8356
0x8FD7FC	0x8357
0x8FD7FD	0x8370
0x8FD7FE	0x8378
0x8FD8A1	0x837D
0x8FD8A2	0x837F
0x8FD8A3	0x8380
0x8FD8A4	0x8382
0x8FD8A5	0x8384
0x8FD8A6	0x8386
0x8FD8A7	0x838D
0x8FD8A8	0x8392
0x8FD8A9	0x8394
0x8FD8AA	0x8395
0x8FD8AB	0x8398
0x8FD8AC	0x8399
0x8FD8AD	0x839B
0x8FD8AE	0x839C
0x8FD8AF	0x839D
0x8FD8B0	0x83A6
0x8FD8B1	0x83A7
0x8FD8B2	0x83A9
0x8FD8B3	0x83AC
0x8FD8B4	0x83BE
0x8FD8B5	0x83BF
0x8FD8B6	0x83C0
0x8FD8B7	0x83C7
0x8FD8B8	0x83C9
0x8FD8B9	0x83CF
0x8FD8BA	0x83D0
0x8FD8BB	0x83D1
0x8FD8BC	0x83D4
0x8FD8BD	0x83DD
0x8FD8BE	0x8353
0x8FD8BF	0x83E8
0x8FD8C0	0x83EA
0x8FD8C1	0x83F6
0x8FD8C2	0x83F8
0x8FD8C3	0x83F9
0x8FD8C4	0x83FC
0x8FD8C5	0x8401
0x8FD8C6	0x8406
0x8FD8C7	0x840A
0x8FD8C8	0x840F
0x8FD8C9	0x8411
0x8FD8CA	0x8415
0x8FD8CB	0x8419
0x8FD8CC	0x83AD
0x8FD8CD	0x842F
0x8FD8CE	0x8439
0x8FD8CF	0x8445
0x8FD8D0	0x8447
0x8FD8D1	0x8448
0x8FD8D2	0x844A
0x8FD8D3	0x844D
0x8FD8D4	0x844F
0x8FD8D5	0x8451
0x8FD8D6	0x8452
0x8FD8D7	0x8456
0x8FD8D8	0x8458
0x8FD8D9	0x8459
0x8FD8DA	0x845A
0x8FD8DB	0x845C
0x8FD8DC	0x8460
0x8FD8DD	0x8464
0x8FD8DE	0x8465
0x8FD8DF	0x8467
0x8FD8E0	0x846A
0x8FD8E1	0x8470
0x8FD8E2	0x8473
0x8FD8E3	0x8474
0x8FD8E4	0x8476
0x8FD8E5	0x8478
0x8FD8E6	0x847C
0x8FD8E7	0x847D
0x8FD8E8	0x8481
0x8FD8E9	0x8485
0x8FD8EA	0x8492
0x8FD8EB	0x8493
0x8FD8EC	0x8495
0x8FD8ED	0x849E
0x8FD8EE	0x84A6
0x8FD8EF	0x84A8
0x8FD8F0	0x84A9
0x8FD8F1	0x84AA
0x8FD8F2	0x84AF
0x8FD8F3	0x84B1
0x8FD8F4	0x84B4
0x8FD8F5	0x84BA
0x8FD8F6	0x84BD
0x8FD8F7	0x84BE
0x8FD8F8	0x84C0
0x8FD8F9	0x84C2
0x8FD8FA	0x84C7
0x8FD8FB	0x84C8
0x8FD8FC	0x84CC
0x8FD8FD	0x84CF
0x8FD8FE	0x84D3
0x8FD9A1	0x84DC
0x8FD9A2	0x84E7
0x8FD9A3	0x84EA
0x8FD9A4	0x84EF
0x8FD9A5	0x84F0
0x8FD9A6	0x84F1
0x8FD9A7	0x84F2
0x8FD9A8	0x84F7
0x8FD9A9	0x8532
0x8FD9AA	0x84FA
0x8FD9AB	0x84FB
0x8FD9AC	0x84FD
0x8FD9AD	0x8502
0x8FD9AE	0x8503
0x8FD9AF	0x8507
0x8FD9B0	0x850C
0x8FD9B1	0x850E
0x8FD9B2	0x8510
0x8FD9B3	0x851C
0x8FD9B4	0x851E
0x8FD9B5	0x8522
0x8FD9B6	0x8523
0x8FD9B7	0x8524
0x8FD9B8	0x8525
0x8FD9B9	0x8527
0x8FD9BA	0x852A
0x8FD9BB	0x852B
0x8FD9BC	0x852F
0x8FD9BD	0x8533
0x8FD9BE	0x8534
0x8FD9BF	0x8536
0x8FD9C0	0x853F
0x8FD9C1	0x8546
0x8FD9C2	0x854F
0x8FD9C3	0x8550
0x8FD9C4	0x8551
0x8FD9C5	0x8552
0x8FD9C6	0x8553
0x8FD9C7	0x8556
0x8FD9C8	0x8559
0x8FD9C9	0x855C
0x8FD9CA	0x855D
0x8FD9CB	0x855E
0x8FD9CC	0x855F
0x8FD9CD	0x8560
0x8FD9CE	0x8561
0x8FD9CF	0x8562
0x8FD9D0	0x8564
0x8FD9D1	0x856B
0x8FD9D2	0x856F
0x8FD9D3	0x8579
0x8FD9D4	0x857A
0x8FD9D5	0x857B
0x8FD9D6	0x857D
0x8FD9D7	0x857F
0x8FD9D8	0x8581
0x8FD9D9	0x8585
0x8FD9DA	0x8586
0x8FD9DB	0x8589
0x8FD9DC	0x858B
0x8FD9DD	0x858C
0x8FD9DE	0x858F
0x8FD9DF	0x8593
0x8FD9E0	0x8598
0x8FD9E1	0x859D
0x8FD9E2	0x859F
0x8FD9E3	0x85A0
0x8FD9E4	0x85A2
0x8FD9E5	0x85A5
0x8FD9E6	0x85A7
0x8FD9E7	0x85B4
0x8FD9E8	0x85B6
0x8FD9E9	0x85B7
0x8FD9EA	0x85B8
0x8FD9EB	0x85BC
0x8FD9EC	0x85BD
0x8FD9ED	0x85BE
0x8FD9EE	0x85BF
0x8FD9EF	0x85C2
0x8FD9F0	0x85C7
0x8FD9F1	0x85CA
0x8FD9F2	0x85CB
0x8FD9F3	0x85CE
0x8FD9F4	0x85AD
0x8FD9F5	0x85D8
0x8FD9F6	0x85DA
0x8FD9F7	0x85DF
0x8FD9F8	0x85E0
0x8FD9F9	0x85E6
0x8FD9FA	0x85E8
0x8FD9FB	0x85ED
0x8FD9FC	0x85F3
0x8FD9FD	0x85F6
0x8FD9FE	0x85FC
0x8FDAA1	0x85FF
0x8FDAA2	0x8600
0x8FDAA3	0x8604
0x8FDAA4	0x8605
0x8FDAA5	0x860D
0x8FDAA6	0x860E
0x8FDAA7	0x8610
0x8FDAA8	0x8611
0x8FDAA9	0x8612
0x8FDAAA	0x8618
0x8FDAAB	0x8619
0x8FDAAC	0x861B
0x8FDAAD	0x861E
0x8FDAAE	0x8621
0x8FDAAF	0x8627
0x8FDAB0	0x8629
0x8FDAB1	0x8636
0x8FDAB2	0x8638
0x8FDAB3	0x863A
0x8FDAB4	0x863C
0x8FDAB5	0x863D
0x8FDAB6	0x8640
0x8FDAB7	0x8642
0x8FDAB8	0x8646
0x8FDAB9	0x8652
0x8FDABA	0x8653
0x8FDABB	0x8656
0x8FDABC	0x8657
0x8FDABD	0x8658
0x8FDABE	0x8659
0x8FDABF	0x865D
0x8FDAC0	0x8660
0x8FDAC1	0x8661
0x8FDAC2	0x8662
0x8FDAC3	0x8663
0x8FDAC4	0x8664
0x8FDAC5	0x8669
0x8FDAC6	0x866C
0x8FDAC7	0x866F
0x8FDAC8	0x8675
0x8FDAC9	0x8676
0x8FDACA	0x8677
0x8FDACB	0x867A
0x8FDACC	0x868D
0x8FDACD	0x8691
0x8FDACE	0x8696
0x8FDACF	0x8698
0x8FDAD0	0x869A
0x8FDAD1	0x869C
0x8FDAD2	0x86A1
0x8FDAD3	0x86A6
0x8FDAD4	0x86A7
0x8FDAD5	0x86A8
0x8FDAD6	0x86AD
0x8FDAD7	0x86B1
0x8FDAD8	0x86B3
0x8FDAD9	0x86B4
0x8FDADA	0x86B5
0x8FDADB	0x86B7
0x8FDADC	0x86B8
0x8FDADD	0x86B9
0x8FDADE	0x86BF
0x8FDADF	0x86C0
0x8FDAE0	0x86C1
0x8FDAE1	0x86C3
0x8FDAE2	0x86C5
0x8FDAE3	0x86D1
0x8FDAE4	0x86D2
0x8FDAE5	0x86D5
0x8FDAE6	0x86D7
0x8FDAE7	0x86DA
0x8FDAE8	0x86DC
0x8FDAE9	0x86E0
0x8FDAEA	0x86E3
0x8FDAEB	0x86E5
0x8FDAEC	0x86E7
0x8FDAED	0x8688
0x8FDAEE	0x86FA
0x8FDAEF	0x86FC
0x8FDAF0	0x86FD
0x8FDAF1	0x8704
0x8FDAF2	0x8705
0x8FDAF3	0x8707
0x8FDAF4	0x870B
0x8FDAF5	0x870E
0x8FDAF6	0x870F
0x8FDAF7	0x8710
0x8FDAF8	0x8713
0x8FDAF9	0x8714
0x8FDAFA	0x8719
0x8FDAFB	0x871E
0x8FDAFC	0x871F
0x8FDAFD	0x8721
0x8FDAFE	0x8723
0x8FDBA1	0x8728
0x8FDBA2	0x872E
0x8FDBA3	0x872F
0x8FDBA4	0x8731
0x8FDBA5	0x8732
0x8FDBA6	0x8739
0x8FDBA7	0x873A
0x8FDBA8	0x873C
0x8FDBA9	0x873D
0x8FDBAA	0x873E
0x8FDBAB	0x8740
0x8FDBAC	0x8743
0x8FDBAD	0x8745
0x8FDBAE	0x874D
0x8FDBAF	0x8758
0x8FDBB0	0x875D
0x8FDBB1	0x8761
0x8FDBB2	0x8764
0x8FDBB3	0x8765
0x8FDBB4	0x876F
0x8FDBB5	0x8771
0x8FDBB6	0x8772
0x8FDBB7	0x877B
0x8FDBB8	0x8783
0x8FDBB9	0x8784
0x8FDBBA	0x8785
0x8FDBBB	0x8786
0x8FDBBC	0x8787
0x8FDBBD	0x8788
0x8FDBBE	0x8789
0x8FDBBF	0x878B
0x8FDBC0	0x878C
0x8FDBC1	0x8790
0x8FDBC2	0x8793
0x8FDBC3	0x8795
0x8FDBC4	0x8797
0x8FDBC5	0x8798
0x8FDBC6	0x8799
0x8FDBC7	0x879E
0x8FDBC8	0x87A0
0x8FDBC9	0x87A3
0x8FDBCA	0x87A7
0x8FDBCB	0x87AC
0x8FDBCC	0x87AD
0x8FDBCD	0x87AE
0x8FDBCE	0x87B1
0x8FDBCF	0x87B5
0x8FDBD0	0x87BE
0x8FDBD1	0x87BF
0x8FDBD2	0x87C1
0x8FDBD3	0x87C8
0x8FDBD4	0x87C9
0x8FDBD5	0x87CA
0x8FDBD6	0x87CE
0x8FDBD7	0x87D5
0x8FDBD8	0x87D6
0x8FDBD9	0x87D9
0x8FDBDA	0x87DA
0x8FDBDB	0x87DC
0x8FDBDC	0x87DF
0x8FDBDD	0x87E2
0x8FDBDE	0x87E3
0x8FDBDF	0x87E4
0x8FDBE0	0x87EA
0x8FDBE1	0x87EB
0x8FDBE2	0x87ED
0x8FDBE3	0x87F1
0x8FDBE4	0x87F3
0x8FDBE5	0x87F8
0x8FDBE6	0x87FA
0x8FDBE7	0x87FF
0x8FDBE8	0x8801
0x8FDBE9	0x8803
0x8FDBEA	0x8806
0x8FDBEB	0x8809
0x8FDBEC	0x880A
0x8FDBED	0x880B
0x8FDBEE	0x8810
0x8FDBEF	0x8819
0x8FDBF0	0x8812
0x8FDBF1	0x8813
0x8FDBF2	0x8814
0x8FDBF3	0x8818
0x8FDBF4	0x881A
0x8FDBF5	0x881B
0x8FDBF6	0x881C
0x8FDBF7	0x881E
0x8FDBF8	0x881F
0x8FDBF9	0x8828
0x8FDBFA	0x882D
0x8FDBFB	0x882E
0x8FDBFC	0x8830
0x8FDBFD	0x8832
0x8FDBFE	0x8835
0x8FDCA1	0x883A
0x8FDCA2	0x883C
0x8FDCA3	0x8841
0x8FDCA4	0x8843
0x8FDCA5	0x8845
0x8FDCA6	0x8848
0x8FDCA7	0x8849
0x8FDCA8	0x884A
0x8FDCA9	0x884B
0x8FDCAA	0x884E
0x8FDCAB	0x8851
0x8FDCAC	0x8855
0x8FDCAD	0x8856
0x8FDCAE	0x8858
0x8FDCAF	0x885A
0x8FDCB0	0x885C
0x8FDCB1	0x885F
0x8FDCB2	0x8860
0x8FDCB3	0x8864
0x8FDCB4	0x8869
0x8FDCB5	0x8871
0x8FDCB6	0x8879
0x8FDCB7	0x887B
0x8FDCB8	0x8880
0x8FDCB9	0x8898
0x8FDCBA	0x889A
0x8FDCBB	0x889B
0x8FDCBC	0x889C
0x8FDCBD	0x889F
0x8FDCBE	0x88A0
0x8FDCBF	0x88A8
0x8FDCC0	0x88AA
0x8FDCC1	0x88BA
0x8FDCC2	0x88BD
0x8FDCC3	0x88BE
0x8FDCC4	0x88C0
0x8FDCC5	0x88CA
0x8FDCC6	0x88CB
0x8FDCC7	0x88CC
0x8FDCC8	0x88CD
0x8FDCC9	0x88CE
0x8FDCCA	0x88D1
0x8FDCCB	0x88D2
0x8FDCCC	0x88D3
0x8FDCCD	0x88DB
0x8FDCCE	0x88DE
0x8FDCCF	0x88E7
0x8FDCD0	0x88EF
0x8FDCD1	0x88F0
0x8FDCD2	0x88F1
0x8FDCD3	0x88F5
0x8FDCD4	0x88F7
0x8FDCD5	0x8901
0x8FDCD6	0x8906
0x8FDCD7	0x890D
0x8FDCD8	0x890E
0x8FDCD9	0x890F
0x8FDCDA	0x8915
0x8FDCDB	0x8916
0x8FDCDC	0x8918
0x8FDCDD	0x8919
0x8FDCDE	0x891A
0x8FDCDF	0x891C
0x8FDCE0	0x8920
0x8FDCE1	0x8926
0x8FDCE2	0x8927
0x8FDCE3	0x8928
0x8FDCE4	0x8930
0x8FDCE5	0x8931
0x8FDCE6	0x8932
0x8FDCE7	0x8935
0x8FDCE8	0x8939
0x8FDCE9	0x893A
0x8FDCEA	0x893E
0x8FDCEB	0x8940
0x8FDCEC	0x8942
0x8FDCED	0x8945
0x8FDCEE	0x8946
0x8FDCEF	0x8949
0x8FDCF0	0x894F
0x8FDCF1	0x8952
0x8FDCF2	0x8957
0x8FDCF3	0x895A
0x8FDCF4	0x895B
0x8FDCF5	0x895C
0x8FDCF6	0x8961
0x8FDCF7	0x8962
0x8FDCF8	0x8963
0x8FDCF9	0x896B
0x8FDCFA	0x896E
0x8FDCFB	0x8970
0x8FDCFC	0x8973
0x8FDCFD	0x8975
0x8FDCFE	0x897A
0x8FDDA1	0x897B
0x8FDDA2	0x897C
0x8FDDA3	0x897D
0x8FDDA4	0x8989
0x8FDDA5	0x898D
0x8FDDA6	0x8990
0x8FDDA7	0x8994
0x8FDDA8	0x8995
0x8FDDA9	0x899B
0x8FDDAA	0x899C
0x8FDDAB	0x899F
0x8FDDAC	0x89A0
0x8FDDAD	0x89A5
0x8FDDAE	0x89B0
0x8FDDAF	0x89B4
0x8FDDB0	0x89B5
0x8FDDB1	0x89B6
0x8FDDB2	0x89B7
0x8FDDB3	0x89BC
0x8FDDB4	0x89D4
0x8FDDB5	0x89D5
0x8FDDB6	0x89D6
0x8FDDB7	0x89D7
0x8FDDB8	0x89D8
0x8FDDB9	0x89E5
0x8FDDBA	0x89E9
0x8FDDBB	0x89EB
0x8FDDBC	0x89ED
0x8FDDBD	0x89F1
0x8FDDBE	0x89F3
0x8FDDBF	0x89F6
0x8FDDC0	0x89F9
0x8FDDC1	0x89FD
0x8FDDC2	0x89FF
0x8FDDC3	0x8A04
0x8FDDC4	0x8A05
0x8FDDC5	0x8A07
0x8FDDC6	0x8A0F
0x8FDDC7	0x8A11
0x8FDDC8	0x8A12
0x8FDDC9	0x8A14
0x8FDDCA	0x8A15
0x8FDDCB	0x8A1E
0x8FDDCC	0x8A20
0x8FDDCD	0x8A22
0x8FDDCE	0x8A24
0x8FDDCF	0x8A26
0x8FDDD0	0x8A2B
0x8FDDD1	0x8A2C
0x8FDDD2	0x8A2F
0x8FDDD3	0x8A35
0x8FDDD4	0x8A37
0x8FDDD5	0x8A3D
0x8FDDD6	0x8A3E
0x8FDDD7	0x8A40
0x8FDDD8	0x8A43
0x8FDDD9	0x8A45
0x8FDDDA	0x8A47
0x8FDDDB	0x8A49
0x8FDDDC	0x8A4D
0x8FDDDD	0x8A4E
0x8FDDDE	0x8A53
0x8FDDDF	0x8A56
0x8FDDE0	0x8A57
0x8FDDE1	0x8A58
0x8FDDE2	0x8A5C
0x8FDDE3	0x8A5D
0x8FDDE4	0x8A61
0x8FDDE5	0x8A65
0x8FDDE6	0x8A67
0x8FDDE7	0x8A75
0x8FDDE8	0x8A76
0x8FDDE9	0x8A77
0x8FDDEA	0x8A79
0x8FDDEB	0x8A7A
0x8FDDEC	0x8A7B
0x8FDDED	0x8A7E
0x8FDDEE	0x8A7F
0x8FDDEF	0x8A80
0x8FDDF0	0x8A83
0x8FDDF1	0x8A86
0x8FDDF2	0x8A8B
0x8FDDF3	0x8A8F
0x8FDDF4	0x8A90
0x8FDDF5	0x8A92
0x8FDDF6	0x8A96
0x8FDDF7	0x8A97
0x8FDDF8	0x8A99
0x8FDDF9	0x8A9F
0x8FDDFA	0x8AA7
0x8FDDFB	0x8AA9
0x8FDDFC	0x8AAE
0x8FDDFD	0x8AAF
0x8FDDFE	0x8AB3
0x8FDEA1	0x8AB6
0x8FDEA2	0x8AB7
0x8FDEA3	0x8ABB
0x8FDEA4	0x8ABE
0x8FDEA5	0x8AC3
0x8FDEA6	0x8AC6
0x8FDEA7	0x8AC8
0x8FDEA8	0x8AC9
0x8FDEA9	0x8ACA
0x8FDEAA	0x8AD1
0x8FDEAB	0x8AD3
0x8FDEAC	0x8AD4
0x8FDEAD	0x8AD5
0x8FDEAE	0x8AD7
0x8FDEAF	0x8ADD
0x8FDEB0	0x8ADF
0x8FDEB1	0x8AEC
0x8FDEB2	0x8AF0
0x8FDEB3	0x8AF4
0x8FDEB4	0x8AF5
0x8FDEB5	0x8AF6
0x8FDEB6	0x8AFC
0x8FDEB7	0x8AFF
0x8FDEB8	0x8B05
0x8FDEB9	0x8B06
0x8FDEBA	0x8B0B
0x8FDEBB	0x8B11
0x8FDEBC	0x8B1C
0x8FDEBD	0x8B1E
0x8FDEBE	0x8B1F
0x8FDEBF	0x8B0A
0x8FDEC0	0x8B2D
0x8FDEC1	0x8B30
0x8FDEC2	0x8B37
0x8FDEC3	0x8B3C
0x8FDEC4	0x8B42
0x8FDEC5	0x8B43
0x8FDEC6	0x8B44
0x8FDEC7	0x8B45
0x8FDEC8	0x8B46
0x8FDEC9	0x8B48
0x8FDECA	0x8B52
0x8FDECB	0x8B53
0x8FDECC	0x8B54
0x8FDECD	0x8B59
0x8FDECE	0x8B4D
0x8FDECF	0x8B5E
0x8FDED0	0x8B63
0x8FDED1	0x8B6D
0x8FDED2	0x8B76
0x8FDED3	0x8B78
0x8FDED4	0x8B79
0x8FDED5	0x8B7C
0x8FDED6	0x8B7E
0x8FDED7	0x8B81
0x8FDED8	0x8B84
0x8FDED9	0x8B85
0x8FDEDA	0x8B8B
0x8FDEDB	0x8B8D
0x8FDEDC	0x8B8F
0x8FDEDD	0x8B94
0x8FDEDE	0x8B95
0x8FDEDF	0x8B9C
0x8FDEE0	0x8B9E
0x8FDEE1	0x8B9F
0x8FDEE2	0x8C38
0x8FDEE3	0x8C39
0x8FDEE4	0x8C3D
0x8FDEE5	0x8C3E
0x8FDEE6	0x8C45
0x8FDEE7	0x8C47
0x8FDEE8	0x8C49
0x8FDEE9	0x8C4B
0x8FDEEA	0x8C4F
0x8FDEEB	0x8C51
0x8FDEEC	0x8C53
0x8FDEED	0x8C54
0x8FDEEE	0x8C57
0x8FDEEF	0x8C58
0x8FDEF0	0x8C5B
0x8FDEF1	0x8C5D
0x8FDEF2	0x8C59
0x8FDEF3	0x8C63
0x8FDEF4	0x8C64
0x8FDEF5	0x8C66
0x8FDEF6	0x8C68
0x8FDEF7	0x8C69
0x8FDEF8	0x8C6D
0x8FDEF9	0x8C73
0x8FDEFA	0x8C75
0x8FDEFB	0x8C76
0x8FDEFC	0x8C7B
0x8FDEFD	0x8C7E
0x8FDEFE	0x8C86
0x8FDFA1	0x8C87
0x8FDFA2	0x8C8B
0x8FDFA3	0x8C90
0x8FDFA4	0x8C92
0x8FDFA5	0x8C93
0x8FDFA6	0x8C99
0x8FDFA7	0x8C9B
0x8FDFA8	0x8C9C
0x8FDFA9	0x8CA4
0x8FDFAA	0x8CB9
0x8FDFAB	0x8CBA
0x8FDFAC	0x8CC5
0x8FDFAD	0x8CC6
0x8FDFAE	0x8CC9
0x8FDFAF	0x8CCB
0x8FDFB0	0x8CCF
0x8FDFB1	0x8CD6
0x8FDFB2	0x8CD5
0x8FDFB3	0x8CD9
0x8FDFB4	0x8CDD
0x8FDFB5	0x8CE1
0x8FDFB6	0x8CE8
0x8FDFB7	0x8CEC
0x8FDFB8	0x8CEF
0x8FDFB9	0x8CF0
0x8FDFBA	0x8CF2
0x8FDFBB	0x8CF5
0x8FDFBC	0x8CF7
0x8FDFBD	0x8CF8
0x8FDFBE	0x8CFE
0x8FDFBF	0x8CFF
0x8FDFC0	0x8D01
0x8FDFC1	0x8D03
0x8FDFC2	0x8D09
0x8FDFC3	0x8D12
0x8FDFC4	0x8D17
0x8FDFC5	0x8D1B
0x8FDFC6	0x8D65
0x8FDFC7	0x8D69
0x8FDFC8	0x8D6C
0x8FDFC9	0x8D6E
0x8FDFCA	0x8D7F
0x8FDFCB	0x8D82
0x8FDFCC	0x8D84
0x8FDFCD	0x8D88
0x8FDFCE	0x8D8D
0x8FDFCF	0x8D90
0x8FDFD0	0x8D91
0x8FDFD1	0x8D95
0x8FDFD2	0x8D9E
0x8FDFD3	0x8D9F
0x8FDFD4	0x8DA0
0x8FDFD5	0x8DA6
0x8FDFD6	0x8DAB
0x8FDFD7	0x8DAC
0x8FDFD8	0x8DAF
0x8FDFD9	0x8DB2
0x8FDFDA	0x8DB5
0x8FDFDB	0x8DB7
0x8FDFDC	0x8DB9
0x8FDFDD	0x8DBB
0x8FDFDE	0x8DC0
0x8FDFDF	0x8DC5
0x8FDFE0	0x8DC6
